"subject_id","retransc","correction","coq","gram","lex","nt","ref","test","erreurs","audio","exi"
"2","may be the longest study of adult life that's ever been done","may be the longest study of adult life that's ever been done","0","0","0","0","0","rspan","0","29","4.32888660026069"
"2","for 65 years","For 75 years","0","0","1","0","0","rspan","1","30","1.63354276189256"
"2","We've tracked the lives of 724 men","we've tracked the lives of 724 men","0","0","0","0","0","rspan","0","31","2.77197850302386"
"2","years after years asking about they home life their work their heal","year after year asking about their work their home lives their health","0","0","0","1","1","rspan","0","32","5.06915280121187"
"2","and of course asking all along they way","and of course asking all along the way","0","0","0","0","0","rspan","0","33","4.80050240736865"
"2","without knowing our their life stories are go","without knowing how their life stories were going to turn out","0","0","0","4","0","rspan","0","34","5.96846809973642"
"2","studies like this are extremly rare","Studies like this are exceedingly rare","0","0","1","0","0","rspan","1","35","3.94461167971102"
"2","almost all of his fall apart over the decade","Almost all projects of this kind fall apart within a decade","0","0","0","4","0","rspan","0","36","5.39526537936097"
"2","because too many people drop out of the study","because too many people drop out of the study","0","0","0","0","0","rspan","0","37","4.95635761710757"
"2","or funding for the research drop","or funding for the research dries up","0","0","1","1","0","rspan","1","38","4.38093192466205"
"2","or the researchers got distracted or they die","or the researchers get distracted or they die","0","1","0","0","0","rspan","1","39","4.19437710315882"
"2","and nobody moves the ball further down the field","and nobody moves the ball further down the field","0","0","0","0","0","rspan","0","40","5.55987238203058"
"2","but through a combination","But through a combination of luck","0","0","0","2","0","rspan","0","41","4.61485191939246"
"2","and the persistence of several generations of researchers","and the persistence of several generations of researchers","0","0","0","0","0","rspan","0","42","5.09643739539332"
"2","this study have survided","this study has survived","1","0","0","0","0","rspan","1","43","3.8042521071833"
"2","about sixty of our 724 men","About 60 of our original 724 men","0","0","0","1","0","rspan","0","44","2.63615038356686"
"2","are still alive still particpate in the study","are still alive still participating in the study","0","1","0","0","0","rspan","1","45","4.44410167818361"
"2","most of them in their nineties","most of them in their 90s","0","0","0","0","0","rspan","0","46","3.69293202570173"
"2","and you are now begining to study more than 2000 children","And we are now beginning to study the more than 2000 children","0","0","0","0","0","rspan","0","47","4.81706108534507"
"2","of this men","of these men","0","1","0","0","0","rspan","1","48","2.81163791518006"
"2","and I'm the fourth director of the s","And I'm the fourth director of the study","0","0","0","1","0","rspan","0","49","5.62150230070887"
"2","since 1938 we've track the lives of this men","Since 1938 we've tracked the lives of two groups of men","0","0","0","3","1","rspan","0","50","4.35501789902481"
"2","sophmore in Harvard College","The first group started in the study when they were sophomores at Harvard College","0","0","1","10","0","rspan","1","51","5.90089299919634"
"2","they all finish college during WW2","They all finished college during World War II","0","1","0","0","0","rspan","1","52","4.94771437107859"
"2","and went off to serve in the wa","and then most went off to serve in the war","0","0","0","3","0","rspan","0","53","5.252799457075"
"2","and the second group that we folle","And the second group that we've followed","0","0","0","2","0","rspan","0","54","5.74620225004767"
"2","was a group of boys from Boston poors neighbourhood","was a group of boys from Boston's poorest neighborhoods","0","2","1","0","0","rspan","3","55","4.61458688553691"
"2","boys who were chosen for the study","boys who were chosen for the study","0","0","0","0","0","rspan","0","56","4.61766289714595"
"2","specifically because they were from some of the most troubled","specifically because they were from some of the most troubled","0","0","0","0","0","rspan","0","57","5.79436182443351"
"2","and disavantaged family in Boston in the 1930's","and disadvantaged families in the Boston of the 1930s","0","1","0","0","0","rspan","1","58","4.03633959897626"
"2","many lived in tenaments without cold water","Most lived in tenements many without hot and cold running water","0","0","1","3","1","rspan","1","59","4.85144345225306"
"2","when they entered the study","When they entered the study","0","0","0","0","0","rspan","0","60","4.758885816416"
"2","all of this teenagers","all of these teenagers","0","1","0","0","0","rspan","1","61","3.39489076136526"
"2","were interviewed were giving medical exams","were interviewed They were given medical exams","0","0","0","2","0","rspan","0","62","4.80804472383958"
"2","we went to their homes and interviewed","We went to their homes and we interviewed their parents","0","0","0","3","0","rspan","0","63","6.06676984302455"
"2","ant then all this teenagers grew up and walks to adult life","And then these teenagers grew up into adults who entered all walks of life","1","1","0","1","1","rspan","2","64","5.71675488819272"
"2","they became factory workers and lawyers and ","They became factory workers and lawyers and bricklayers","0","0","0","1","0","rspan","0","65","4.19416882140902"
"2","and doctors and one President of the United States","and doctors one President of the United States","0","0","0","1","0","rspan","0","66","3.96266184884071"
"2","some developp Alco","Some developed alcoholism","0","0","0","1","0","rspan","0","67","3.69141615356755"
"2","a few develop schizophren","A few developed schizophrenia","0","1","0","1","0","rspan","1","68","4.44119942596743"
"2","some climbed the social ladder from the bottom all the way at the very top","Some climbed the social ladder from the bottom all the way to the very top","0","0","0","0","0","rspan","0","69","5.29132271069304"
"2","and some made that journey on the opposite direc","and some made that journey in the opposite direction","0","0","0","1","0","rspan","0","70","5.30090151386291"
"2","the founders of this study","The founders of this study","0","0","0","0","0","rspan","0","71","3.60919348605291"
"2","wouldn't imagine in their wildest dreams that I'll ","would never in their wildest dreams have imagined that I would be standing here today","0","0","0","8","2","rspan","0","72","5.95134696183314"
"2","75 years later telling you that the study still cont","75 years later telling you that the study still continues","0","0","0","1","0","rspan","0","73","4.0400083712739"
"2","every 2 years","Every two years","0","0","0","0","0","rspan","0","74","3.04992435703481"
"2","our patients and dedicated staff reseachers calls","our patient and dedicated research staff calls up our men","0","1","0","4","0","rspan","1","75","4.84815171086986"
"2","and ask them if we could send them more questions about their lives","and asks them if we can send them yet one more set of questions about their lives","0","1","0","4","0","rspan","1","76","5.72892609699769"
"2","many of the inner city Boston ask us","Many of the inner city Boston men ask us","0","0","0","1","0","rspan","0","77","3.75143939000986"
"2","why do you still want to study me my life in","Why do you keep wanting to study me My life just isn't that interesting","0","0","0","4","1","rspan","0","78","6.41548509630199"
"2","the Harvard men never ask that question","The Harvard men never ask that question","0","0","0","0","0","rspan","0","79","4.69829939673197"
"2","to get the clearest pictures of this live","To get the clearest picture of these lives","0","1","0","0","0","rspan","1","80","4.78066858266526"
"2","we don't just send them questionnaires","we don't just send them questionnaires","0","0","0","0","0","rspan","0","81","4.92740959325021"
"2","we interview them in their living room","We interview them in their living rooms","0","1","0","0","0","rspan","1","82","4.80207729839526"
"2","we get their medical records from their doctors","We get their medical records from their doctors","0","0","0","0","0","rspan","0","83","5.15838724308325"
"2","we drow their blodo","We draw their blood","0","0","1","0","0","rspan","1","84","4.02822935809747"
"2","we scan their brains","we scan their brains","0","0","0","0","0","rspan","0","85","3.80567595661641"
"2","we talk to their children","we talk to their children","0","0","0","0","0","rspan","0","86","4.8825193750769"
"2","we video them talking to their wives about thir deepest concerns","We videotape them talking with their wives about their deepest concerns","1","0","1","0","1","rspan","2","87","5.37140854940435"
"2","and when finally a decades ago we ask the wives","And when about a decade ago we finally asked the wives","0","1","0","1","1","rspan","1","88","4.90321043540413"
"2","if they will join us as member of the study","if they would join us as members of the study","0","2","0","0","0","rspan","2","89","5.61011753719983"
"2","many of the women said you know it's about times","many of the women said You know it's about time","0","0","0","0","0","rspan","0","90","5.3832739592935"
"2","so what have we learnes","So what have we learned","1","0","0","0","0","rspan","1","91","4.2734714889923"
"2","what are the lessons that come","What are the lessons that come","0","0","0","0","0","rspan","0","92","3.9643610581489"
"2","from the tenth of thousands of pages that we gerenate","from the tens of thousands of pages of information that we've generated","0","0","1","2","1","rspan","1","93","4.85449386812199"
"2","well the lessons aren't about wealth","Well the lessons aren't about wealth","0","0","0","0","0","rspan","0","94","4.45950654905471"
"2","or fame","or fame","0","0","0","0","0","rspan","0","95","1.6865252464894"
"2","or working harder and harder","or working harder and harder","0","0","0","0","0","rspan","0","96","3.99447164374898"
"2","the clearest message","The clearest message","0","0","0","0","0","rspan","0","97","3.5497719345318"
"2","that we get from this 75 year study is this","that we get from this 75-year study is this:","0","0","0","0","0","rspan","0","98","3.9931786970104"
"2","good relationshipp keep us happier an dhealthier","Good relationships keep us happier and healthier Period","2","0","0","1","0","rspan","2","99","4.6326788067513"
"2","we've learn 3 big lessons about relationship","We've learned three big lessons about relationships","0","1","0","0","0","rspan","1","100","5.06907756581711"
"2","is that social connections are really good for us","The first is that social connections are really good for us","0","0","0","2","0","rspan","0","101","4.62383301077759"
"2","and that loneliness kills","and that loneliness kills","0","0","0","0","0","rspan","0","102","3.87646432374867"
"2","it turns out that people who are more socially connecterd","It turns out that people who are more socially connected","1","0","0","0","0","rspan","1","103","5.34895226543673"
"2","to family to friends to community","to family to friends to community","0","0","0","0","0","rspan","0","104","3.72140353054323"
"2","are happpier are physically healthier and live longer","are happier they're physically healthier and they live longer","0","0","0","2","0","rspan","0","105","4.54801766511141"
"2","than people who are less well connected","than people who are less well connected","0","0","0","0","0","rspan","0","106","4.87175061276625"
"2","and the experience of loneliness turns out to be","And the experience of loneliness turns out to be toxic","0","0","0","1","0","rspan","0","107","5.43422858263087"
"2","people who are more isolated than they want to be from others","People who are more isolated than they want to be from others","0","0","0","0","0","rspan","0","108","4.77791903120536"
"2","find that they are less happy","find that they are less happy","0","0","0","0","0","rspan","0","109","3.32943263749953"
"2","their health decline earlier in mid-l","their health declines earlier in midlife","1","1","0","1","0","rspan","2","110","4.4363475764602"
"2","their brain decline sooner and live shorter life","their brain functioning declines sooner and they live shorter lives","0","1","0","2","0","rspan","1","111","5.51632796655768"
"2","than people who are not lo","than people who are not lonely","0","0","0","1","0","rspan","0","112","4.96283590623215"
"2","and the sad fact","And the sad fact","0","0","0","0","0","rspan","0","113","3.02869320190278"
"2","is that at any giving time american will report","is that at any given time more than one in five Americans will report","0","0","0","5","0","rspan","0","114","4.87100591715976"
"2","that they're l","that they're lonely","0","0","0","1","0","rspan","0","115","4.16184971098266"
"2","and we know that you can be lonely in a crowd and we can be lonely in a","And we know that you can be lonely in a crowd and you can be lonely in a marriage","0","0","0","1","0","rspan","0","116","5.75559950182439"
"2","so the second big lesson that we learn is","so the second big lesson that we learned is","0","1","0","0","0","rspan","1","117","5.23862554923362"
"2","that it's not just about the numbers of friends you","that it's not just the number of friends you have","0","0","0","1","1","rspan","0","118","5.38925448646271"
"2","and it's not wether or not you are in a committed relatio","and it's not whether or not you're in a committed relationship","0","1","0","1","0","rspan","1","119","5.54490026045045"
"2","but it's the quality of your relationship that matters","but it's the quality of your close relationships that matters","0","0","0","1","0","rspan","0","120","4.53927790252224"
"2","it turns out that living in a mist of conflict is rell","It turns out that living in the midst of conflict is really bad for our health","0","0","2","5","0","rspan","2","121","6.17212066838624"
"2","like conflict marriage for example without much affecti","High-conflict marriages for example without much affection","0","1","0","1","1","rspan","1","122","4.96460531588086"
"2","turns out to be very bad for our health","turn out to be very bad for our health","0","0","0","0","0","rspan","0","123","4.21239544936872"
"2","perhaps worst than getting di","perhaps worse than getting divorced","0","0","0","1","0","rspan","0","124","4.35749819878548"
"2","and living in the mist of good relationship is protective","And living in the midst of good warm relationships is protective","0","1","1","1","0","rspan","2","125","4.97075896631104"
"2","once we have followed our men all the way to their 8","Once we had followed our men all the way into their 80s","0","0","0","2","0","rspan","0","126","5.30292781911296"
"2","we want to look back at them at their mid lif","we wanted to look back at them at midlife","0","1","0","1","1","rspan","1","127","5.28693964348411"
"2","and to see if w","and to see if we could predict","0","0","0","3","0","rspan","0","128","5.04288164665523"
"2","who's gonna grow into a happy 80 o","who was going to grow into a happy healthy octogenarian","0","0","0","2","3","rspan","0","129","4.88171777322034"
"2","and who was","and who wasn't","0","1","0","0","0","rspan","1","130","3.15322830516959"
"2","and when we gathered","And when we gathered together","0","0","0","1","0","rspan","0","131","4.90117991368294"
"2","everything we knew about them at age 5","everything we knew about them at age 50","0","0","0","0","0","rspan","0","132","3.87141375734532"
"2","it wasn't their cholesterol level that predict how they'e","it wasn't their middle age cholesterol levels that predicted how they were going to grow old","0","2","0","7","0","rspan","2","133","6.47676801174924"
"2","it was how satisfied they were in their relationsh","It was how satisfied they were in their relationships","0","0","0","1","0","rspan","0","134","4.85534283442413"
"2","the people who were the most satisfied in thei lives at age 50","The people who were the most satisfied in their relationships at age 50","1","0","0","1","1","rspan","1","135","5.12801049762795"
"2","were healthiest at age","were the healthiest at age 80","0","0","0","1","0","rspan","0","136","3.71532677604836"
"2","and good close relationship","And good close relationships","0","1","0","0","0","rspan","1","137","3.73131824448027"
"2","seem to buffer us getting old","seem to buffer us from some of the slings and arrows of getting old","0","0","0","8","0","rspan","0","138","5.69632155305872"
"2","our most happily partners men and women","Our most happily partnered men and women","0","1","0","0","0","rspan","1","139","3.8530467859312"
"2","reported in their 80's","reported in their 80s","0","0","0","0","0","rspan","0","140","3.16415135875548"
"2","that on the days they had physical pain their moods were js","that on the days when they had more physical pain their mood stayed just as happy","0","1","0","4","1","rspan","1","141","5.6477313102996"
"2","but the people who are in unhappy relationshi","But the people who were in unhappy relationships","0","0","0","1","0","rspan","0","142","5.17800981255505"
"2","on the day they reported more physical pains","on the days when they reported more physical pain","0","2","0","1","0","rspan","2","143","5.18649629241961"
"2","it was magnified by more emotional pain","it was magnified by more emotional pain","0","0","0","0","0","rspan","0","144","4.06871140173336"
"2","adnt the third big lessons that we learn about relatio","And the third big lesson that we learned about relationships and our health","1","1","0","3","0","rspan","2","145","5.68834276694869"
"2","is that good relationship don't protect our bodies but our brains","is that good relationships don't just protect our bodies they protect our brains","0","0","0","3","1","rspan","0","146","5.69372384937239"
"2","it turns out that to be in a secure attached relationship","It turns out that being in a securely attached relationship","0","1","0","0","2","rspan","1","147","4.29683218239614"
"2","to another person in your 80's is protective","to another person in your 80s is protective","0","0","0","0","0","rspan","0","148","4.19500594530321"
"2","but the people who are in a relationship can count on another perosn","that the people who are in relationships where they really feel they can count on the other person","1","0","0","5","1","rspan","1","149","7.06953923878459"
"2","in times of need","in times of need","0","0","0","0","0","rspan","0","150","2.86196925015032"
"2","those people memories stay sharper longer","those people's memories stay sharper longer","0","1","0","0","0","rspan","1","151","4.20375335120644"
"2","and the people in relationship feel they can count on the","And the people in relationships where they feel they really can't count on the other one","0","0","0","5","1","rspan","0","152","6.7741058599666"
"2","those are the people who experiences earlier","those are the people who experience earlier memory decline","0","1","0","2","0","rspan","1","153","4.9899554588126"
"2","and good relationship they don't have to be smooth all ti","And those good relationships they don't have to be smooth all the time","0","1","0","2","0","rspan","1","154","5.82855547282205"
"2","a 80 couple could day and d","Some of our octogenarian couples could bicker with each other day in and day out","0","1","0","10","0","rspan","1","155","5.61205332244052"
"2","but the feel they can count on each other when the day got t","but as long as they felt that they could really count on the other when the going got tough","0","0","0","6","5","rspan","0","156","6.79532540835682"
"2","those arguments didn't take a tool on their memories","those arguments didn't take a toll on their memories","0","0","0","0","1","rspan","0","157","4.80940769776845"
"2","so this message","So this message","0","0","0","0","0","rspan","0","158","2.03108808290156"
"2","that good close relationship are good for our health and our being","that good close relationships are good for our health and well-being","0","0","0","1","0","rspan","0","159","4.49201176553083"
"2","this is wisdom that are old as the hills","this is wisdom that's as old as the hills","0","1","0","1","0","rspan","1","160","5.10497557345535"
"2","why is it so hard to get and so easy to ignore","Why is this so hard to get and so easy to ignore","0","0","0","0","1","rspan","0","161","4.71971955574486"
"2","well we're human what we really like is a quic ","Well we're human What we'd really like is a quick fix","0","0","0","2","0","rspan","0","162","4.22440019513061"
"2","something we can get to keep our lives in that way","something we can get that'll make our lives good and keep them that way","0","0","0","6","1","rspan","0","163","5.2953095684803"
"2","relationship are messy and complicated","Relationships are messy and they're complicated","0","0","0","1","0","rspan","0","164","4.51025930581894"
"2","the hard work attending families and friends","and the hard work of tending to family and friends","0","0","0","2","2","rspan","0","165","4.3189215658035"
"2","it's not sexy or glamou","it's not sexy or glamorous","0","0","0","1","0","rspan","0","166","3.54810593362388"
"2","it's also life-long it never ends","It's also lifelong It never ends","0","0","0","0","0","rspan","0","167","3.59853121175031"
"2","the people in our 75 study who are now retirement","The people in our 75-year study who were the happiest in retirement","0","1","0","3","1","rspan","1","168","4.7542458532332"
"2","who worked actively to replace t","were the people who had actively worked to replace workmates","0","0","0","5","0","rspan","0","169","5.36739875397178"
"2","with new playmates","with new playmates","0","0","0","0","0","rspan","0","170","3.19540843566472"
"2","just like the millenials in our recent survey","Just like the millennials in that recent survey","0","0","0","0","1","rspan","0","171","4.93970631989779"
"2","many of our men when they were studying at as young ","many of our men when they were starting out as young adults","0","0","0","2","1","rspan","0","172","5.51183972753264"
"2","really believed","really believed","0","0","0","0","0","rspan","0","173","2.59347404596286"
"2","that fame and need and goal achievements was wha","that fame and wealth and high achievement were what they needed to go after","0","1","0","9","2","rspan","1","174","5.71894156240269"
"2","to have a good life","to have a good life","0","0","0","0","0","rspan","0","175","3.79444599797802"
"2","but over and over our 75 years study as shown","But over and over over these 75 years our study has shown","0","0","1","1","0","rspan","1","176","4.47486627273802"
"2","that the people who fe","that the people who fared the best","0","0","0","3","0","rspan","0","177","4.89215701811382"
"2","were the people who lean into relationship","were the people who leaned in to relationships","0","2","0","0","0","rspan","2","178","4.51625203593043"
"2","with family with friends with community","with family with friends with community","0","0","0","0","0","rspan","0","179","3.56234096692112"
"2","so what about you","So what about you","0","0","0","0","0","rspan","0","180","3.48123540440089"
"2","let's say you are 24 and 40 or 60","Let's say you're 25 or you're 40 or you're 60","0","0","0","2","2","rspan","0","181","3.74321880650995"
"2","what that leaning to relationship loo","What might leaning in to relationships even look like","0","1","0","4","1","rspan","1","182","5.71929487487393"
"2","possibilities are practically endless","Well the possibilities are practically endless","0","0","0","2","0","rspan","0","183","4.57890812691575"
"2","it might be something as simole as","It might be something as simple as","1","0","0","0","0","rspan","1","184","4.25054388235619"
"2","replacing screen times with people times","replacing screen time with people time","0","2","0","0","0","rspan","2","185","4.02822261908247"
"2","or laddering up the stairs of relationship by doing something ne","or livening up a stale relationship by doing something new together","0","0","0","4","2","rspan","0","186","5.54922279792746"
"2","long walks or date nights","long walks or date nights","0","0","0","0","0","rspan","0","187","3.44715104961331"
"2","or reaching out to that family members who you haven't talk i","or reaching out to that family member who you haven't spoken to in years","0","1","0","3","1","rspan","1","188","5.63536346807756"
"2","because of that 2 common family feus","because those all-too-common family feuds","0","0","1","2","1","rspan","1","189","4.31952145243385"
"2","take a terrible toll on family member","take a terrible toll on the people who hold the grudges","0","0","0","5","2","rspan","0","190","4.07667705259683"
"2","I'd like to close with a quote from Mark Twaines","I'd like to close with a quote from Mark Twain","0","0","0","0","0","rspan","0","191","3.95527016325246"
"2","More than a century ago","More than a century ago","0","0","0","0","0","rspan","0","192","3.31636090178446"
"2","he was looking back on his life and wrote this","he was looking back on his life and he wrote this:","0","0","0","0","1","rspan","0","193","4.26999036494549"
"2","""There isn't time so grief as life","There isn't time so brief is life","0","0","1","0","0","rspan","1","194","2.9559534546745"
"2","for pickerings","for bickerings","0","0","1","0","0","rspan","1","195","2.52216185301687"
"2","apologies hard calling","apologies heartburnings callings to account","0","0","0","3","1","rspan","0","196","3.87899626673597"
"2","There is only time for loving and ","There is only time for loving and but an instant so to speak","0","0","0","6","0","rspan","0","197","4.24444909019908"
"2","for that a good life is built with good relationship""","for that The good life is built with good relationships","0","1","0","0","1","rspan","1","198","3.04716780337032"
"6","what keeps us healthy and happy when","What keeps us healthy and happy as we go through life","0","0","0","5","0","rspan","0","1","4.18964821868699"
"6","if you're gonna invest now in your better h","If you were going to invest now in your future best self","0","0","0","4","3","rspan","0","2","4.34270742204501"
"6","where would you put","where would you put your time and your energy","0","0","0","5","0","rspan","0","3","4.67606828544163"
"6","there was a recent survey on millanils
","There was a recent survey of millennials asking them","1","0","0","2","0","rspan","1","4","5.08594113863692"
"6","what the mots important life goes where","what their most important life goals were","1","0","2","0","1","rspan","3","5","4.00265648348"
"6","and 80% said the major goal","and over 80 percent said that a major life goal for them","0","0","0","4","1","rspan","0","6","4.57596027349034"
"6","was to get rich","was to get rich","0","0","0","0","0","rspan","0","7","2.66906068431246"
"6","and another 50 % of these same yopug","And another 50 percent of those same young adults","1","1","0","1","0","rspan","2","8","3.94517396721941"
"6","said than another major goal was to become famous","said that another major life goal was to become famous","0","0","0","1","1","rspan","0","9","3.45136709995518"
"6","and constntly told to lean on work to push harder","And we're constantly told to lean in to work to push harder","1","0","0","0","1","rspan","1","10","3.74993244241391"
"6","and achieve more","and achieve more","0","0","0","0","0","rspan","0","11","2.56940160394819"
"6","were given the impression that","We're given the impression that these are the things that we need to go after","0","1","0","10","0","rspan","1","12","7.05039583920475"
"6","in order","in order to have a good life","0","0","0","5","0","rspan","0","13","4.15986989225453"
"6","pictures of entire lives","Pictures of entire lives","0","0","0","0","0","rspan","0","14","3.08676540582916"
"6","of the choices that people ma","of the choices that people make","0","0","0","1","0","rspan","0","15","4.03799931326543"
"6","and how those choises","and how those choices work out for them","0","0","0","4","0","rspan","0","16","4.37733414395077"
"6","those picture are almots impossible to","those pictures are almost impossible to get","0","0","0","1","0","rspan","0","17","4.53128922464373"
"6","most of what we kno","Most of what we know about human life","0","0","0","4","0","rspan","0","18","3.95569377482194"
"6","we know from asking people to rememeber the past","we know from asking people to remember the past","0","0","0","0","0","rspan","0","19","4.78935698447895"
"6","and that we kinwo that insight is 2020","and as we know hindsight is anything but 20/20","1","0","0","0","1","rspan","1","20","3.2882514853213"
"6","we forget amounbts of what","We forget vast amounts of what happens to us in life","1","0","0","4","0","rspan","1","21","5.04063700357738"
"6","and sometimes ùmemory is cretive
","and sometimes memory is downright creative","1","0","0","1","0","rspan","1","22","4.7523040391953"
"6","but what if we could wath our entire lives","But what if we could watch entire lives","0","0","0","0","1","rspan","0","23","2.89030891972625"
"6","as they unfold true time","as they unfold through time","0","0","1","0","0","rspan","1","24","3.20315284717973"
"6","what","What if we could study people","0","0","0","5","0","rspan","0","25","4.18484796426731"
"6","from the old age","from the time that they were teenagers all the way into old age","0","0","0","9","0","rspan","0","26","4.30897474065083"
"6","to see what keep people happey and healk","to see what really keeps people happy and healthy","1","0","0","2","0","rspan","1","27","4.97464734713676"
"6","we did that the sudy of adult development","We did that The Harvard Study of Adult Development","1","0","0","1","0","rspan","1","28","3.59997118870597"
"6","may be the ever been done","may be the longest study of adult life that's ever been done","0","0","0","6","0","rspan","0","29","4.32888660026069"
"6","for 75 years","For 75 years","0","0","0","0","0","rspan","0","30","1.63354276189256"
"6","we've tracked the live","we've tracked the lives of 724 men","0","1","0","3","0","rspan","1","31","2.77197850302386"
"6","year after yeaer asking about their","year after year asking about their work their home lives their health","1","0","0","5","0","rspan","1","32","5.06915280121187"
"6","and of course asking all along the way","and of course asking all along the way","0","0","0","0","0","rspan","0","33","4.80050240736865"
"6","without knowing how t","without knowing how their life stories were going to turn out","0","0","0","8","0","rspan","0","34","5.96846809973642"
"6","studies like these are extremely ra","Studies like this are exceedingly rare","0","0","1","1","0","rspan","1","35","3.94461167971102"
"6","amolios:lkjuhs àji=fj$iop^sfd ghpk$o^fdng x


","Almost all projects of this kind fall apart within a decade","0","0","0","11","0","rspan","0","36","5.39526537936097"
"6","because too many peolple dropped ou","because too many people drop out of the study","1","1","0","4","0","rspan","2","37","4.95635761710757"
"6","were founding to the rzsion rise u","or funding for the research dries up","2","0","1","1","2","rspan","3","38","4.38093192466205"
"6","of the reserarchers get distrcted or they died","or the researchers get distracted or they die","2","1","0","0","0","rspan","3","39","4.19437710315882"
"6","and nobody moves the ball do","and nobody moves the ball further down the field","0","0","0","4","0","rspan","0","40","5.55987238203058"
"6","but true com","But through a combination of luck","0","0","1","4","0","rspan","1","41","4.61485191939246"
"6","and the orestsistejner of te reszrchers","and the persistence of several generations of researchers","1","0","0","4","0","rspan","1","42","5.09643739539332"
"6","this study has surv","this study has survived","0","0","0","1","0","rspan","0","43","3.8042521071833"
"6","vkfdùmlkdfbmlgfdùb
","About 60 of our original 724 men","0","0","0","7","0","rspan","0","44","2.63615038356686"
"6","are still alive still particicpating in this stu","are still alive still participating in the study","0","0","0","1","0","rspan","0","45","4.44410167818361"
"6","most of thme in t","most of them in their 90s","1","0","0","1","0","rspan","1","46","3.69293202570173"
"6","and we are now studiny","And we are now beginning to study the more than 2000 children","1","0","0","7","0","rspan","1","47","4.81706108534507"
"6","of th","of these men","0","0","0","2","0","rspan","0","48","2.81163791518006"
"6","","And I'm the fourth director of the study","0","0","0","8","0","rspan","0","49","5.62150230070887"
"6","since 1938 we trcked the lives of 2","Since 1938 we've tracked the lives of two groups of men","1","0","0","4","0","rspan","1","50","4.35501789902481"
"6","the first group","The first group started in the study when they were sophomores at Harvard College","0","0","0","11","0","rspan","0","51","5.90089299919634"
"6","rhay all finished collegge during ww","They all finished college during World War II","2","0","1","1","0","rspan","3","52","4.94771437107859"
"6","and mosrt srved during the","and then most went off to serve in the war","2","0","0","6","2","rspan","2","53","5.252799457075"
"6","and the second","And the second group that we've followed","0","0","0","4","0","rspan","0","54","5.74620225004767"
